NIT;Fecha de Corte;AÑO;Tipo_empresa;Ingresos Operacionales;Costos de ventas y de prestación de servicios;Otros ingresos;Gastos Operacionales de admon;Otros gastos;Otras ganancias (pérdidas);Ingresos financieros;Costos financieros;Impuesto de renta y complementarios;Gastos Operacionales de venta;Efectivo y equivalentes al efectivo;Clientes CP;Inventarios CP;Otros activos financieros;Propiedad planta y equipo;Deudores LP;Proveedores CP;Obligaciones Financieras CP;Proveedores LP;Obligaciones Financieras LP;Capital Social;Prima de emisión;Reservas;Ganancias acumuladas;Otros Activos Corrientes;Total Activo Corriente;Otros Activos No Corrientes;Total Activo No Corriente;Total Activo;Otros Pasivos Corrientes;Total Pasivo Corriente;Otros pasivos no Corrientes;Total Pasivo No Corriente;Total Pasivo;Otros Patrimonio;Total patrimonio;Total Pasivo mas Patrimonio;Utilidad Bruta;Utilidad Operacional;Otros ingresos o egresos;Utilidad antes de impuestos;Ganancias y pérdidas
830075451;31/12/2020;2020;Pymes;56220616;47546045;143962;2154019;386217;0;1205;599226;960502;1;10161597;2755914;6002620;0;21639530;0;15584241;2406;0;1944699;180000;0;804336;23655784;2484168;21404299;4066;21643596;43047895;642718;16229365;555068;2499767;18729132;0;24640120;43369252;8674571;6278296;4;5680279;6640781
830075451;31/12/2020;2019;Pymes;58060396;45202649;73598;3635994;702929;0;7337;805625;1123691;1;4980974;858970;6441945;0;22132696;0;9957635;27480;0;2115466;180000;0;804336;22459905;2147212;14429101;2;22132698;36561799;1065942;11051057;484004;2599470;13650527;0;23444241;37094768;12857747;8592421;4;7794137;8917828
830075451;31/12/2019;2018;Pymes;58970848;45834371;92792;4263152;539246;1;6403;831959;639031;1;3134481;600692;6889454;797943;22354635;1;8522506;85027;1;2494062;180000;1;804336;20928712;1013840;12436410;9;22354645;34791055;2611712;11219245;470549;2964612;14183857;4;21913053;36096910;13136477;8426870;4;7601318;8240349
830080150;31/12/2020;2020;Pymes;34097762;24266673;209799;1407146;0;0;5067677;4681153;1759824;1;2694634;8486413;5331548;0;125033;523332;6167030;364975;0;0;2937871;0;2390960;3969952;1397245;17909840;164454;812819;18722659;3051722;9583727;68735;68735;9652462;0;9298783;18951245;9831089;8633741;4;9020269;10780093
830080150;31/12/2020;2019;Pymes;32106243;23045235;81279;1487034;0;0;2924751;3575484;1270734;1;222534;7747627;7892734;0;120281;480271;7675712;2681980;0;0;2937871;0;247870;2142233;1423744;17286639;138300;738852;18025491;2440069;12797761;79439;79439;12877200;0;5327974;18205174;9061008;7655252;4;7004523;8275257
830080150;31/12/2019;2018;Pymes;24455234;17970557;49169;1491625;1;1;1285025;1802852;382331;1;553327;6468036;6644310;90789;119092;467233;6576944;5024558;1;1;2373244;1;185491;630973;1279452;15035914;126557;712882;15748796;1075754;12677256;29963;29965;12707221;4;3189713;15896934;6484677;5042219;4;4524396;4906727
830092963;31/12/2020;2020;Plena;374128208;277749074;69401614;12313017;92254979;0;7800284;9133648;11724738;17800258;65379351;64360947;48036653;0;60474840;27343570;32461401;27750181;15393810;19922501;12905600;0;76850389;69277162;2084466;179861417;3178654;90997064;270858481;9773421;69985003;3276410;38592721;108577724;4184924;163218075;271795799;96379134;43412494;0;42079130;53803868
830092963;31/12/2020;2019;Plena;342350383;257232096;43887413;14153118;43516868;0;6830584;7094818;15790589;16503798;10079120;70550643;113740751;0;61494756;43509932;51930742;52327504;25441995;26207326;12905600;0;38236672;77537273;5406273;199776787;3914853;108919541;308696328;17158637;121416883;3532900;55182221;176599104;4184924;132864469;309463573;85118287;54831916;0;54567682;70358271
830092963;31/12/2019;2018;Plena;202719982;161358752;21920560;10340793;23154099;1;6949647;5168019;6247093;11315670;3868700;90029904;53607698;1;54736124;60404793;63395659;16937948;34277302;29247750;12905600;1;34325265;53284304;2;147506305;259492;115400409;262906714;12031624;92365231;2941951;66467003;158832234;4184927;104700097;263532331;41361230;18471228;4;20252860;26499953
830098290;31/12/2020;2020;Plena;121809406;106716959;9287596;1781166;37125;-3422891;2272744;3918800;4411376;1;11054482;1721718;60364642;0;52296975;0;4302786;36972357;0;0;3000000;0;5273045;70308105;2822830;75963672;815460;53112435;129076107;2115355;43390498;3243348;3243348;46633846;0;78581150;125214996;15092447;22561751;0;20915695;25327071
830098290;31/12/2020;2019;Plena;122722861;111016887;86997;1469268;75054;-649391;3126970;4020248;2830176;1;89240137;1790236;53688445;0;51495198;0;9204427;118082622;0;0;3000000;0;5273045;57990116;3174806;147893624;3117332;54612530;202506154;1242175;128529224;3235998;3235998;131765222;0;66263161;198028383;11705974;10248648;0;9355370;12185546
830098290;31/12/2019;2018;Plena;101315890;92090072;1635;1327690;20647;-3085155;1021964;1046809;1527862;1065096;53658017;2024916;54906849;1;44852485;1;17674995;78738781;1;3764000;3000000;1;5273045;52955326;8288260;118878043;2108999;46961485;165839528;1515072;97928848;3176410;6940411;104869259;4;61228376;166097635;9225818;6814020;4;6789179;8317041
830103701;31/12/2020;2020;Pymes;19097158;14459650;1504561;4079846;709706;0;158795;61581;545051;1;5749416;18034845;3568639;0;24343040;0;3656547;580580;0;0;9972908;0;1284560;36973060;771715;28124615;2;24343042;52467657;0;4237127;0;0;4237127;0;48230528;52467655;4637508;1352516;4;1449734;1994785
830103701;31/12/2020;2019;Pymes;49836459;34709823;1453133;5199207;1191106;0;600599;386268;3779631;1;8469187;19662195;3120257;0;23268483;0;8629492;178794;0;0;9972908;0;1207229;36277079;1745380;32997019;2;23268485;56265504;0;8808286;0;0;8808286;0;47457216;56265502;15126636;10189455;4;10403790;14183421
830103701;31/12/2019;2018;Pymes;41646436;30015917;2275671;4949610;1342324;1;608066;745556;3218716;1;4547703;20837619;5894223;1;23617332;1;8815925;4970331;1;1;9972908;1;572570;30565143;2;31279548;9;23617342;54896890;5;13786261;4;6;13786267;4;41110626;54896893;11630519;7614255;4;7476769;10695485
830105213;31/12/2020;2020;Pymes;2973045;2273776;0;265787;0;90249;0;0;117770;1;582119;969474;272528;203487;684085;0;639105;0;281849;0;80000;0;388233;1011995;156933;2184541;2;684087;2868628;224837;863942;0;281849;1145791;242607;1722835;2868626;699269;433481;4;433485;551255
830105213;31/12/2020;2019;Pymes;3361654;2529488;0;286862;75378;99231;255;0;130270;1;200226;785447;422830;319753;629830;0;0;531214;328779;0;80000;0;388233;776591;205617;1933873;2;629832;2563705;270989;802203;0;328779;1130982;240030;1484854;2615836;832166;469925;4;470184;600454
860000135;31/12/2020;2020;Plena;346572097;259450797;2698561;9352320;19487;0;2196739;18070115;1504781;1;477049;20632430;26875332;1598388;123097732;729536;69723094;26539258;0;32153555;3999239;0;12097566;11017944;41072667;90655866;130607;123957875;214613741;3122936;99385288;24749018;56902573;156287861;31501527;58616276;214904137;87121300;80448053;0;64574677;66079458
860000135;31/12/2020;2019;Plena;283830280;199111910;1268575;8956005;3809;0;397712;16148197;1640340;1;1016313;26362447;23764067;1606395;122263662;968922;53773078;12872186;0;32449626;3999239;0;10195816;10709873;8053850;60803072;116761;123349345;184152417;4860474;71505738;23637461;56087087;127592825;31654664;56559592;184152417;84718370;77027130;0;61276645;62916985
860000135;31/12/2019;2018;Plena;253672245;171671606;839737;7569163;12132;1;692260;16576198;2824345;52584650;807690;26701505;21121883;0;89423140;1011181;45263923;29979345;1;18024947;3999239;1;8229668;10574270;5971367;54602445;249431;90683752;145286197;5074095;80317363;13486389;31511337;111828700;10654326;33457504;145286204;82000639;22674431;4;6790497;9614842
860000452;31/12/2020;2020;Plena;625800856;514587500;6737918;25069849;1684056;0;65206299;74294012;5731867;1;64552079;271761731;253316984;0;76987394;0;54474624;253299036;0;2274961;1617210;146526296;149914529;70524160;38997473;628628267;39578813;116566207;745194474;45818780;353592440;1378581;3653542;357245982;19366297;387948492;745194474;111213356;91197368;0;82109655;87841522
860000452;31/12/2020;2019;Plena;782869506;639064331;6313610;28797166;6574836;0;95985702;115787499;9995300;1;9932769;281722498;287440495;0;89978131;0;82969708;211657691;0;3279148;1617210;146526296;143440940;66998517;17029464;596125226;41154621;131132752;727257978;46035691;340663090;5366480;8645628;349308718;19366297;377949260;727257978;143805175;114746782;0;94944985;104940285
860000452;31/12/2019;2018;Plena;685034979;584264580;5743255;24519953;2345416;1;63921052;90095932;5082000;66923149;6772584;296903054;348218715;1;138828232;1;87243944;311985019;1;52889681;1127960;98090481;161972685;41993184;17235397;669129751;4917;138833150;807962901;43170939;442399902;4;52889686;495289588;18734299;321918609;817208197;100770399;12725136;4;-13449740;-8367740
860000896;31/12/2020;2020;Plena;318929806;168074150;0;23659806;0;0;3259798;511395;17201803;1;17557139;46844938;33361095;0;90710778;0;68276626;0;0;0;14500000;65075;19836236;35153814;742939;98506111;13560648;104271426;202777537;26046339;94322965;14405950;14405950;108728915;25789712;95344837;204073752;150855656;127195849;1642769;131587021;148788824
860000896;31/12/2020;2019;Plena;386778070;207455670;0;22168816;0;0;3866924;147622;24315627;1;14829726;54023859;37347820;942400;90007292;0;78631430;0;0;0;14500000;65075;7250000;39434727;1055928;108199733;10614981;100622273;208822006;31897890;110529320;11059666;11059666;121588986;26030951;87280753;208869739;179322400;157153583;79805;160952690;185268317
860000896;31/12/2019;2018;Plena;359718368;195732170;1;15489560;1;1;4540479;301109;1;96781843;22103272;56311053;60276495;1;82402020;1;84852193;1;1;1;14500000;65075;37768697;34013642;2;138690823;178645;82580666;221271489;24474483;109326677;8281014;8281016;117607693;26261717;112609131;230216824;163986198;51714795;4;55954169;55954170
860001963;31/12/2020;2020;Plena;159326707;114515062;0;23178503;0;1307430;1510151;7694983;-530634;16625846;18307486;37915594;48231567;0;281158028;678170;35758770;53854376;1876195;30158003;34926767;454733;18337165;156764776;4750968;109205615;16721324;298557522;407763137;7815211;97428357;29655853;61690051;159118408;51020233;261503674;420622082;44811645;5007296;0;-1177536;-1708170
860001963;31/12/2020;2019;Plena;180011078;132321120;0;19665822;0;1134414;1073172;8490412;243710;17381875;9621816;39793815;48324461;0;228761161;430827;29825194;53237166;1876195;33208624;34926767;454733;19721767;154622337;4681470;102421562;15963722;245155710;347577272;6434668;89497028;24483492;59568311;149065339;0;209725604;358790943;47689958;10642261;0;3225021;3468731
860001963;31/12/2019;2018;Plena;166810967;125673322;1;16029167;1;1175929;499629;9891306;1129418;16302717;5214029;38511205;50961495;1;235966244;30228;32488986;57727084;1876195;29160396;34926767;454733;19963367;158753658;4403486;99090216;11806466;247802938;346893154;4995237;95211307;25034789;56071380;151282687;4;214098529;365381216;41137645;8805761;4;-585912;543506
860001965;31/12/2020;2020;Plena;249051946;175682665;14899061;23687501;6889847;-1382182;1865039;3737022;799716;53238146;35330349;55713723;86300430;0;108592646;0;51994005;31110449;0;10237558;35029952;0;18813653;123571918;0;177344502;22432353;131024999;308369501;6783803;89888257;78716701;88954259;178842516;0;177415523;356258039;73369281;4452848;0;2580865;3380581
860001965;31/12/2020;2019;Plena;284046406;186654166;11343524;26766928;5388873;3835376;1394028;1436819;7138878;67426253;8429320;73692714;99541754;0;94786103;3733567;60194291;23510480;0;0;35029840;0;18428689;125556340;0;181663788;13769560;112289230;293953018;6160580;89865351;69798489;69798489;159663840;0;179014869;338678709;97392240;9153710;0;9110919;16249797
860001965;31/12/2019;2018;Plena;257369523;161390823;8540900;25694002;5284329;1;1625725;1637767;3881826;62781314;6620026;73893417;106771690;1;87575567;7366562;60740740;21941258;1;1;35029840;1;18067659;120821519;2;187285136;5827660;100769789;288054925;12984096;95666094;61094314;61094316;156760410;4;173919023;330679433;95978700;10759955;4;10747917;14629743
860002067;31/12/2020;2020;Plena;181464530;137456983;9690733;21732842;3793274;-565439;338094;2163262;5394477;1;43414148;34859654;48709380;51967;141912720;0;31996658;47732865;0;286659;1063283;1247495;128758891;4317035;2300010;129335159;4379585;146292305;275627464;9116562;88846085;16981143;17267802;106113887;36257955;171644659;277758546;44007547;28172163;0;26346995;31741472
860002067;31/12/2020;2019;Plena;206816965;153031926;10224588;24088188;5032201;-933520;431900;1299940;4308800;1;12041051;42230073;56091941;0;122608284;0;28236934;11546776;0;11583510;1063283;1247495;123214635;11178932;1296865;111659930;1914173;124522457;236182387;6551781;46335491;15418307;27001817;73337308;30276230;166980575;240317883;53785039;34889237;0;34021197;38329997
860002067;31/12/2019;2018;Plena;204226728;151243949;13094680;25037262;7137142;0;392227;3091470;6498978;17697814;23666508;43960227;52206535;1191;112313163;1;32272312;11885327;1;14708547;1063283;1247495;123552461;7007020;6914378;126748839;428481;112741645;239490484;4548087;48705726;16631888;31340436;80046162;30271436;163141695;243187857;52982779;16205241;4;13506002;20004980
860002518;31/12/2020;2020;Plena;1376882383;944710674;0;397725509;1023995;23185;2977719;0;17979490;1;80349121;149285798;0;0;3924928;0;142704370;0;0;0;49609035;0;175563979;214401261;46041860;275676779;349274429;353199357;628876136;54979250;197683620;112266878;112266878;309950498;93244404;532818679;842769177;432171709;33422204;0;36399923;54379413
860002518;31/12/2020;2019;Plena;1406771826;923197869;0;378347572;1817803;0;6204481;0;37950091;1;85386957;281509690;0;0;5251738;0;216587295;0;0;0;49609035;0;175897739;254957642;20440572;387337219;357204422;362456160;749793379;61239086;277826381;114667032;114667032;392493413;93244404;573708820;966202233;483573957;103408581;0;109613062;147563153
860002518;31/12/2019;2018;Plena;1357248688;824598005;2563536;356410614;14018563;94133316;7709691;2395091;68215968;1;102756828;291377755;1;1;5278592;1;211678335;1;1;1;49609035;1;179091698;258059315;5577177;399711762;355773915;361052508;760764270;77226806;288905142;109948640;109948642;398853784;93244407;580004456;978858240;532650683;164785041;4;170099645;238315613
860006127;31/12/2020;2020;Pymes;172882545;142104286;2435112;7047987;1284481;-64072;204086;521465;3229740;1;9063281;26427338;15403408;0;70317744;0;30056825;7100000;2531144;101000;2805784;667608;2236939;80800497;2436423;53330450;1539446;71857190;125187640;1032973;38189798;5627150;8259294;46449092;0;86510828;132959920;30778259;24880902;4;24563527;27793267
860006127;31/12/2020;2019;Pymes;180453038;138476694;2198503;8322840;1011351;866960;78013;446516;5442264;1;5200100;29653062;14146544;0;64947270;0;26188168;3600000;2518114;120455;2805784;667608;2236939;78250662;0;48999706;1758705;66705975;115705681;1259834;31048002;5772551;8411120;39459122;0;83960993;123420115;41976344;34840655;4;34472156;39914420
860006127;31/12/2019;2018;Pymes;159014400;119224808;1094505;6883825;864047;-33751;77888;476502;5284773;1;7476363;25359211;10282719;1;64718992;1;23943294;3601649;2981255;158114;2805784;667608;2236939;71464512;2;43118296;1466828;66185821;109304117;2467490;30012433;5750530;8889899;38902332;4;77174847;116077179;39789592;33136224;4;32737614;38022387
860006853;31/12/2020;2020;Plena;179966964;144171736;10689932;7637813;10033196;0;76102;8048403;564446;1;6260234;41621065;26377290;0;93051639;0;36936012;15276177;0;32471050;1500000;40986780;35808590;12544135;8792468;83051057;8706569;101758208;184809265;4764043;56976232;5897799;38368849;95345081;0;90839505;186184586;35795228;28814150;0;20841849;21406295
860006853;31/12/2020;2019;Plena;210051670;183161595;2318659;7726085;1725359;0;2667078;10796366;736969;1;2511583;46457885;45925770;0;97849547;0;42510570;36143184;0;34957572;1228226;40608309;35808590;6454775;6231439;101126677;8710886;106560433;207687110;5944984;84598738;5384500;40342072;124940810;0;84099900;209040710;26890075;19757289;0;11628001;12364970
860006853;31/12/2019;2018;Plena;200833951;181005616;635755;8102854;3406550;1;236208;5448621;-278497;13085169;1014155;50920457;48759571;1;94442787;1;37750043;35988233;1;36433869;1228226;40608309;35808590;11200859;5723666;106417850;8695203;103137991;209555841;6992547;80730823;4796802;41230672;121961495;4;88845988;210807483;19828335;-4130483;4;-9342892;-9621389
860006965;31/12/2020;2020;Plena;64652263;42445928;107458;4060322;6518576;0;0;2224811;2315324;1;8820494;16011967;11529742;283913;45214130;0;14409953;3125198;0;25583906;20516172;4034469;7519024;7301851;0;36646116;1368487;46582617;83228733;437569;17972720;300591;25884497;43857217;0;39371516;83228733;22206335;11734894;0;9510083;11825407
860006965;31/12/2020;2019;Plena;70554250;45643604;0;4537952;8575093;0;0;2920523;2183312;1;6824014;16502106;10067676;317739;46324411;0;13905107;4467805;0;27039624;20516172;4034469;4690362;6685172;0;33711535;1844727;48169138;81880673;276371;18649283;265591;27305215;45954498;0;35926175;81880673;24910646;11797600;0;8877077;11060389
860006965;31/12/2019;2018;Plena;64307587;43027097;0;4064732;2485173;1;3133213;6042458;1407597;7254687;4654886;20131622;11564541;0;47280008;0;12086208;5693709;0;29863386;25635721;4034469;4005410;4050728;194138;36545187;1939298;49219306;85764493;220594;18000511;284565;30147951;48148462;0;37726328;85874790;21280490;7475898;3;4566656;5974253
860007955;31/12/2020;2020;Plena;540073027;342806776;1781611;22914968;5297355;0;10541379;27190283;14954647;112204644;4885970;163662101;116080182;0;207328011;28130940;159276714;26597336;0;127508102;2700000;0;30119642;207268976;79874899;364503152;16149584;251608535;616111687;32057308;217931358;16679734;144187836;362119194;0;240088618;602207812;197266251;58630895;0;41981991;56936638
860007955;31/12/2020;2019;Plena;513643202;329879952;1888087;17563989;2838100;393505;16253425;29149145;14345388;110892439;1270788;167031708;95500242;0;216480886;25538555;142811901;5399203;3704757;133520660;2700000;0;1777217;208659788;23963070;287765808;16128018;258147459;545913267;24108007;172319111;16373407;153598824;325917935;0;213137005;539054940;183763250;54356809;2599285;44060374;58405762
860007955;31/12/2019;2018;Plena;526205351;342189521;1753897;17494287;3432142;1;13222387;26909416;14312808;112176388;7553549;130753423;116368443;1;213632860;23706298;180202802;6800804;1;148486685;2700000;1;1780530;204945043;36478839;291154255;17238981;254578139;545732394;16404691;203408297;17075894;165562580;368970877;4;209425578;578396455;184015830;52666910;4;38979885;53292693
860013715;31/12/2019;2019;Plena;24136364;15221225;116878;807232;838699;0;1;1;1621489;4098726;1137261;7209162;6861179;326957;9793211;1;5343205;56117;5905340;4338541;600000;1;1600000;3393550;288903;15823462;119699;9912911;25736373;1764193;7163515;4;10243885;17407400;3124906;8718457;26125857;8915139;3287360;4;3287364;4908853
860013715;31/12/2019;2018;Plena;22754736;16170327;257639;466681;136234;1;1;1535815;689707;3653579;1014605;7535654;5064711;9376;7603389;1;6425272;33756;4913059;4387518;600000;1;1015981;2624657;181486;13805832;257879;7861269;21667101;636296;7095324;4;9300581;16395905;3571623;7812262;24208167;6584409;2585554;4;1049744;1739451
860015753;31/12/2020;2020;Plena;886418627;746371797;0;45173461;0;770995;8506904;15955878;-12033691;147120238;6418950;241387378;98761855;0;403722236;0;241844839;237591497;0;12999740;863859363;0;1210532067;-1023691503;86080205;432648388;17888324;421610560;854258948;27910962;507347298;3318000;16317740;523665038;0;1050699927;1574364965;140046830;-52246869;0;-59695843;-71729534
860015753;31/12/2020;2019;Plena;901615460;736950868;0;46450945;0;12300111;114500;1020000;-10176025;166589957;15891998;200317435;101993116;0;320571894;0;216258496;51322533;0;14205778;863859363;0;1213289067;-923348293;55823686;374026235;357725;320929619;694955854;31190211;298771240;4435776;18641554;317412794;0;1153800137;1471212931;164664592;-48376310;0;-49281810;-59457835
860015753;31/12/2019;2018;Plena;845116298;667807445;1;57836735;5163000;27581261;7460056;12070856;-9051239;160147000;15699355;170618519;84743491;1;321015702;1;207520801;3049804;1;1;863859363;1;1202171174;-900318650;70975607;342036973;357629;321373332;663410305;32222491;242793096;15711372;15711374;258504470;4;1165711892;1424216362;177308853;-45837881;4;-50448677;-59499916
860016695;31/12/2020;2020;Pymes;23362383;17633505;198147;1746929;57556;0;103283;335167;-225334;1;2811935;5359617;6564481;0;1190874;0;7577792;1606421;0;1077000;600000;0;398258;4904598;778058;15514091;983458;2174332;17688423;1182897;10367110;1313617;2390617;12757727;0;5902856;18660583;5728878;4122539;4;3890659;3665325
860016695;31/12/2020;2019;Pymes;19431470;15337933;61874;1841524;2210458;0;47456;282102;-325660;1;1358450;3062858;4191880;0;1305648;0;3842831;1019256;0;1077000;600000;0;398258;4155001;1990963;10604151;719073;2024721;12628872;1128058;5990145;1373790;2450790;8440935;0;5153259;13594194;4093537;103428;4;-131214;-456874
860016695;31/12/2019;2018;Pymes;20130481;15897325;55876;1739292;34728;1;79968;375669;-18496;1;752569;4519089;6207701;1;1675200;1;3593337;1965020;1;1077000;600000;1;398258;6400455;1786750;13266110;306530;1981731;15247841;752830;6311187;1404642;2481643;8792830;4;7398718;16191548;4233156;2515011;4;2219314;2200818
860025998;31/12/2020;2020;Plena;13233234;9040300;545599;1944964;440600;0;864806;664111;350564;1701090;8114704;4469891;5677918;0;11154047;0;3811939;135832;0;0;5341719;4890903;3239087;9565092;0;18262513;60119;11214166;29476679;1082365;5030136;1234;1234;5031370;8844302;31881103;36912473;4192934;651879;0;852574;1203138
860025998;31/12/2020;2019;Plena;20640106;13487222;190202;2684425;110666;0;723175;731462;818162;2466501;7426043;5618259;6567080;0;11331271;0;4433452;154061;0;0;5341719;4890903;2054984;11210154;0;19611382;2342370;13673641;33285023;1560070;6147583;2351280;2351280;8498863;7909815;31407575;39906438;7152884;2081494;0;2073207;2891369
860025998;31/12/2019;2018;Plena;19667828;13047736;323707;2337745;272671;1;601839;917395;746881;2335284;7304753;5537185;5797490;9737;8782377;1;5153567;240431;1;1;5341719;4890903;2017675;9998744;2;18649167;780838;9563216;28212383;1419912;6813910;711977;711979;7525889;2144254;24393295;31919184;6620092;1998099;4;1682547;2429428
860027326;31/12/2020;2020;Plena;56710550;39989911;856747;2306260;527814;0;0;1542827;1722982;7818458;4788244;12738560;10648870;0;0;804195;12797653;2172275;0;0;7000000;0;992783;6169208;0;28175674;17837072;18641267;46816941;4495386;19465314;9032;9032;19474346;0;14161991;33636337;16720639;6924854;0;5382027;7105009
860027326;31/12/2020;2019;Plena;52439676;39854839;421025;2436714;130719;0;0;1304633;971794;7208249;459025;12489967;11163174;0;0;1281691;10321514;2800107;0;1680661;7000000;0;992783;2664163;0;24112166;17730032;19011723;43123889;3506549;16628170;9499;1690160;18318330;0;10656946;28975276;12584837;3230180;0;1925547;2897341
860027326;31/12/2019;2018;Plena;44268918;33979912;412688;2283565;103680;1;1;1399681;448561;6228829;521659;11340165;9709048;1;17633841;1140081;9846111;2276484;1;1828364;7000000;1;992783;1843409;2;21570875;416767;19190689;40761564;2682955;14805550;21084;1849449;16654999;4;9836197;26491196;10289006;2085620;4;685944;1134505
860032550;31/12/2020;2020;Plena;272446673;165062854;4937160;16276385;8714992;0;2862912;5234083;-4086207;99992856;49363680;22514416;46954713;0;125143740;6621152;59510453;0;32027363;60596583;1876869;2130157;0;167006109;17861654;136694463;1753229;133518121;270212584;25178930;84689383;14397443;107021389;191710772;0;171013135;362723907;107383819;-12663254;0;-15034425;-19120632
860032550;31/12/2020;2019;Plena;372759292;244191391;10791681;19163462;4571083;0;2211879;11610368;-438044;134280820;37604245;39432910;65537689;0;148729540;3991381;57152217;0;47089453;79207480;1876869;2130157;0;212099785;22700549;165275393;2094598;154815519;320090912;25283518;82435735;18483650;144780583;227216318;0;216106811;443323129;128567901;-18655783;0;-28054272;-28492316
860032550;31/12/2019;2018;Plena;363827279;238738899;4211470;20973895;2304001;1;2092375;10953061;-549323;132027156;3488801;43068287;77955553;1;156505702;6090294;73261744;5523122;1978739;78547974;1869952;2130157;1;241712180;26710592;151223234;2146927;164742923;315966157;50217096;129001962;19563218;100089931;229091893;4;245712294;474804187;125088380;-26005202;4;-34865884;-35415207
860032657;31/12/2020;2020;Pymes;38078575;29487663;0;4845559;0;5385;0;675146;998404;1;1947237;10892956;6111356;0;6553050;0;7748135;2387531;0;1333332;4791100;8145020;1269296;7368157;349436;19300985;462630;7015680;26316665;1060319;11195985;806943;2140275;13336260;0;21573573;34909833;8590912;3745352;4;3070210;4068614
860032657;31/12/2020;2019;Pymes;39703632;30720723;0;4283593;0;-34507;0;521663;1111823;1;645539;9923088;7135349;19288;6228560;0;7315361;3948294;0;3060000;3249350;1203358;1085580;6790107;0;17723264;693853;6922413;24645677;980862;12244517;882669;3942669;16187186;0;12328395;28515581;8982909;4699315;4;4177656;5289479
860032657;31/12/2019;2018;Pymes;35548661;29550929;0;3405150;1;6615;1;483166;331224;1;377413;9538068;7967730;1152499;6043717;1;4327997;6600322;1;1734500;3249350;1203358;1009003;5104531;135835;19171545;627992;6671710;25843255;2093452;13021771;814439;2548940;15570711;4;10566246;26136957;5997732;2592580;4;2109419;2440643
860039444;31/12/2020;2020;Plena;83529986;70486994;84078;1756143;101305;537868;2839840;4540567;1173224;7998206;6465335;22982537;14841615;0;742042;0;17344529;332999;13756137;0;7317749;1318338;913727;4521487;2070156;46359643;1140107;1882149;48241792;2128881;19806409;248605;14004742;33811151;0;14071301;47882452;13042992;3271416;0;1570689;2743913
860039444;31/12/2020;2019;Plena;100331979;87439738;115673;2094735;989367;0;2143686;4723971;512796;8061510;812762;24130451;19704850;0;220697;0;17185122;7947670;0;8549382;7317749;1318338;913727;3108617;3822454;48470517;84633;305330;48775847;2632348;27765140;0;8549382;36314522;0;12658431;48972953;12892241;1862302;0;-717983;-205187
860039444;31/12/2019;2018;Plena;89841188;77115114;631139;2569377;41645;1;2204433;4308358;397801;7613363;1509392;24687170;17608428;371392;101956;1;17800602;16728299;1;5250;7317749;1318338;913727;4339396;5100097;49276479;173259;275216;49551695;2351901;36880802;4;5255;36886057;4;13889214;50775271;12726074;3132828;4;1028907;1426708
860041889;31/12/2020;2020;Pymes;10724053;7414960;679126;1144599;354770;0;0;0;23354;1;1657113;1725906;1437857;20036;1460776;0;3446467;408634;0;0;808400;0;480139;1568837;249645;5090557;978867;2439643;7530200;1122630;4977731;0;0;4977731;0;2857376;7835107;3309093;2488849;4;2488853;2512207
860041889;31/12/2020;2019;Pymes;17663637;11232653;892538;1914131;1153336;0;0;0;575977;1;2240849;2215434;1496074;9131;1703591;0;3142172;573433;0;355689;808400;0;480139;2027946;0;5961488;941681;2645272;8606760;1700083;5415688;0;355689;5771377;0;3316485;9087862;6430984;4256054;4;4256058;4832035
860041889;31/12/2019;2018;Pymes;17618526;11785768;1056523;1902121;993217;1;1;1;506732;1;1163378;3342704;2115492;1;2114130;1;3627044;1160302;1;1;808400;1;480139;1853873;11351;6632926;994204;3108335;9741261;2296828;7084174;4;6;7084180;4;3142417;10226597;5832758;3993942;4;3993946;4500678
860042141;31/12/2020;2020;Pymes;311170033;223703646;6882719;14445640;8451274;182321;252642;10053765;2128402;1;3246241;54895546;46869783;0;284740008;5863935;47491916;478363;78482609;146052475;2899331;83264267;6457407;-76303646;22211594;127223164;21401020;312004963;439228127;14979259;62949538;41193722;265728806;328678344;123522181;139839540;468517884;87466387;71452191;4;61651072;63779474
860042141;31/12/2020;2019;Pymes;248573676;184152157;1646178;14937279;1130390;0;5273521;11833993;222301;1;5488547;55957431;42291790;0;283954400;921200;41999929;387421;71942372;152853442;2899331;83264267;6457407;-80115671;5951154;109688922;29227647;314103247;423792169;13338070;55725420;47889448;272685262;328410682;114354290;126859624;455270306;64421519;50000027;4;43439559;43661860
860042141;31/12/2019;2018;Pymes;223030159;163613876;602395;13406766;2294056;1;224882;10504439;37397;1;4610987;51278111;47320594;1;283715742;1;37337452;733456;41968456;182087632;2899331;83264267;6457407;-103234732;6402794;109612487;29699737;313415480;423027967;16352704;54423612;48373574;272429662;326853274;139246729;128633002;455486276;59416283;44317855;4;34038302;34075699
860049313;31/12/2020;2020;Plena;79693222;61130106;10320397;7071150;7343457;0;4533320;8988912;496679;9159912;398115;19296199;17480330;0;52770712;589410;11975251;14981218;0;23686585;22231410;12150988;5347514;-4440443;2482518;39657162;1249188;54609310;94266472;3128515;30084984;6557185;30243770;60328754;0;35289469;95618223;18563116;5308994;0;853402;1350081
