NIT;Fecha de Corte;AÑO;Tipo_empresa;Ingresos Operacionales;Costos de ventas y de prestación de servicios;Otros ingresos;Gastos Operacionales de admon;Otros gastos;Otras ganancias (pérdidas);Ingresos financieros;Costos financieros;Impuesto de renta y complementarios;Gastos Operacionales de venta;Efectivo y equivalentes al efectivo;Clientes CP;Inventarios CP;Otros activos financieros;Propiedad planta y equipo;Deudores LP;Proveedores CP;Obligaciones Financieras CP;Proveedores LP;Obligaciones Financieras LP;Capital Social;Prima de emisión;Reservas;Ganancias acumuladas;Otros Activos Corrientes;Total Activo Corriente;Otros Activos No Corrientes;Total Activo No Corriente;Total Activo;Otros Pasivos Corrientes;Total Pasivo Corriente;Otros pasivos no Corrientes;Total Pasivo No Corriente;Total Pasivo;Otros Patrimonio;Total patrimonio;Total Pasivo mas Patrimonio;Utilidad Bruta;Utilidad Operacional;Otros ingresos o egresos;Utilidad antes de impuestos;Ganancias y pérdidas
860049313;31/12/2020;2019;Plena;86177985;68825590;14545864;6983856;10753245;0;2435971;7476094;-194914;13425961;2086049;30506980;20673053;0;53578836;462100;25578321;20878956;0;16422248;22219410;10962897;10280741;-4797166;2399287;55665369;32960;54073896;109739265;3299654;49756931;6065517;22487765;72244696;0;38665882;110910578;17352395;735197;0;-4304926;-4499840
860049313;31/12/2019;2018;Plena;95266956;81279502;14266864;6220332;7081085;1;2821559;7823078;-1144430;14244629;306871;42881771;19052608;0;54581430;2172060;30853727;29536972;0;11990230;22219410;10962897;10329284;-687154;4471873;66713123;0;56753490;123466613;3187951;63578650;6287422;18277652;81856302;0;42824437;124680739;13987454;708272;3;-4293244;-5437674
860056150;31/12/2020;2020;Plena;598961534;489652238;3112453;13132256;13299594;0;939207;5042472;5913809;1;28407459;187971497;85354647;0;22726245;0;240899365;20207939;0;885253;2229670;7676312;3644355;44293677;15919966;317653569;2753134;25479379;343132948;24684226;285791530;6789883;7675136;293466666;0;57844014;351310680;109309296;85989898;0;81886633;87800442
860056150;31/12/2020;2019;Plena;415287396;307308430;4607243;9879216;9952609;0;1119611;3756799;7466005;1;24383272;138142892;82452369;0;34746054;113500;164569041;20057765;0;35243430;2229670;7676312;2353290;35598897;9394812;254373345;3725873;38585427;292958772;26661309;211288115;6149748;41393178;252681293;0;47858169;300539462;107978966;92754383;0;90117195;97583200
860056150;31/12/2019;2018;Plena;439079121;330434837;2260513;11817024;5766360;1;706512;4003603;7122887;82242461;16684488;149618760;79373318;1;30851446;483151;167572921;46073300;1;32779269;2229668;7676314;4197733;21037040;8071666;253748233;8285627;39620224;293368457;14069008;227715229;5577978;38357248;266072477;4;35140759;301213236;108644284;11078952;4;7781865;14904752
860059985;31/12/2020;2020;Pymes;6356056;4471736;80098;575547;0;0;101233;190936;247769;1;1289581;1744449;1006075;0;2706299;0;1984742;0;0;0;500000;0;250000;2134094;0;4040105;15311;2721610;6761715;649120;2633862;0;0;2633862;0;2884094;5517956;1884320;1388870;4;1299171;1546940
860059985;31/12/2020;2019;Pymes;7733758;5552522;5448;496129;0;0;23636;257671;279690;1;1451527;2167694;1274608;0;2111517;0;2198319;261944;0;936678;500000;0;238376;2069997;0;4893829;12420;2123937;7017766;860039;3320302;12139;948817;4269119;0;2808373;7077492;2181236;1690554;4;1456523;1736213
860072172;31/12/2020;2020;Plena;227714267;176899156;0;16043532;16845787;0;0;11484612;1048676;8044981;557859;46410085;21908306;8570816;163233293;0;42214139;4887522;1649494;48491788;63636972;3787205;2222851;46440055;582699;78029765;4283628;167516921;245546686;29961629;77063290;8184679;58325961;135389251;0;116087083;251476334;50815111;9880811;0;-1603801;-555125
860072172;31/12/2020;2019;Plena;230675426;167717991;0;16615166;33163986;0;0;12525073;599767;7659267;1037154;39773755;19237901;8546710;166818948;0;45989625;4284119;6850767;47165003;63636972;3787205;2222851;55024307;449170;69044690;3732854;170551802;239596492;17737031;68010775;7594390;61610160;129620935;0;124671335;254292270;62957435;5519016;0;-7006057;-6406290
860072172;31/12/2019;2018;Plena;209130892;153078217;1;12955066;35922548;1;1;11174876;135136;6759322;1410594;42165051;19754721;6723823;169722235;1;41781434;1545233;4143307;55212032;63636972;3787205;2222851;55295146;71546;70125735;3103444;172825680;242951415;19656003;62982670;6383808;65739147;128721817;4;124942178;253663995;56052675;415740;4;-10759131;-10623995
860090222;31/12/2019;2019;Pymes;120351196;66361844;47053224;10754562;48118342;1;1;1;7150952;1;12029168;28415468;20373308;1;48207147;1;20241706;1;1;1;410018;31996800;1259732;57249261;1744861;62562806;1644584;49851732;112414538;4921993;25163700;4;6;25163706;4;90915815;116079521;53989352;42169671;4;42169675;49320627
860090222;31/12/2019;2018;Pymes;103033674;56194943;20962456;10815648;20862054;1;1;1;4343161;1;29855316;20608146;11412680;1;45960660;1;34960816;1;1;1;410018;31996800;1259732;42393008;1161736;63037879;3149444;49110105;112147984;3924372;38885189;30002;30004;38915193;4;76059562;114974755;46838731;36123484;4;36123488;40466649
860500805;31/12/2020;2020;Pymes;38442189;27307647;488364;3711773;2568297;0;0;0;686374;1;448866;4888052;7829871;196511;30633839;0;15449536;13244051;0;18033;300000;0;150000;17653556;0;13363300;2;30633841;43997141;1381131;30074718;438911;456944;30531662;0;18103556;48635218;11134542;5342835;4;5342839;6029213
860500805;31/12/2020;2019;Pymes;37643203;27820684;381295;3247311;2573242;0;0;0;669380;1;332216;5020185;7062296;147293;28007983;0;11397432;14831537;0;105507;300000;0;150000;16618551;0;12561990;2;28007985;40569975;1407352;27636321;438911;544418;28180739;0;17068551;45249290;9822519;4383260;4;4383264;5052644
860500805;31/12/2019;2018;Pymes;38185825;27885131;284286;3331421;2303823;1;1;1;1;1;329782;5538164;5965102;1;25513514;1;13101828;11229458;1;245433;300000;1;150000;15860805;64150;11897199;9;25513524;37410723;749626;25080912;438914;684348;25765260;4;16310810;42076070;10300694;4949735;4;4949739;4949740
860501575;31/12/2020;2020;Pymes;20472877;16801709;1125340;962870;952272;0;0;0;639500;1;2369133;4284638;2239170;0;2029800;0;1452517;1951762;0;1200818;1400000;0;168256;3387316;0;8892941;2;2029802;10922743;2040271;5444550;0;1200818;6645368;114671;5070243;11715611;3671168;2881365;4;2881369;3520869
860501575;31/12/2020;2019;Pymes;10381529;8129406;521475;675292;558379;0;0;0;302260;1;129681;5180881;4449043;0;1806678;0;3384331;2443244;0;1500000;1400000;0;168256;2108229;0;9759605;2;1806680;11566285;866281;6693856;0;1500000;8193856;114671;3791156;11985012;2252123;1539926;4;1539930;1842190
860501575;31/12/2019;2018;Pymes;6612459;5169978;288491;564462;252087;1;1;1;143734;1;34544;2828989;2607235;1;1742243;1;1682175;2072782;1;1;1400000;1;168256;1494548;2;5470771;9;1742253;7213024;496016;4250973;4;6;4250979;114674;3177479;7428458;1442481;914422;4;914426;1058160
860518811;31/12/2020;2020;Plena;120926951;96851403;4127339;6701367;0;0;561849;1318784;3595623;1;18276202;28070252;16757383;0;8526317;0;28238038;0;0;17618904;3300000;0;14296010;8787486;578920;63682757;4914697;13441014;77123771;4384078;32622116;829686;18448590;51070706;0;26383496;77454202;24075548;21501519;669897;21414481;25010104
860518811;31/12/2020;2019;Plena;107238304;86381964;971108;4766593;0;0;98259;1161533;1565678;1;11175607;20480070;9139983;0;9299385;0;11730769;0;0;18216444;3300000;0;11167574;7402133;337801;41133461;4688907;13988292;55121753;3594407;15325176;88877;18305321;33630497;0;21869707;55500204;20856340;17060854;271339;16268919;17834597
860518811;31/12/2019;2018;Plena;99922681;80017078;193985;2765810;6753;1;390794;2533216;2187854;9631694;2495676;19959489;17462190;40000;8032148;1;10885707;1;1;20211523;3300000;1;7802520;7195050;2;39957357;4434523;12466672;52424029;2784731;13670439;522922;20734446;34404885;4;18297575;52702460;19905603;7695331;4;5552913;7740767
860522056;31/12/2020;2020;Plena;165996969;129902061;4810595;9317390;644513;0;446899;9518131;-4135818;21212664;14088060;37811281;48157473;0;163651955;5168860;27754308;27630285;0;44803617;36784201;26787982;35320241;45055213;4732057;104788871;4960662;173781477;278570348;7303819;62688412;29105210;73908827;136597239;0;143947637;280544876;36094908;9730936;0;659704;-3476114
860522056;31/12/2020;2019;Plena;191243789;152180480;5745093;12648933;9500479;0;431658;9273618;723298;25876451;6927125;42620056;51910196;0;167712420;4838979;40660861;34742649;0;47937127;36603450;8893645;35320241;40259691;4561096;106018473;5030672;177582071;283600544;8036726;83440236;33461790;81398917;164839153;0;121077027;285916180;39063309;-3217461;0;-12059421;-11336123
860522056;31/12/2019;2018;Plena;212953380;163756207;26506638;11485723;20969540;1;4342106;13718257;5478072;26324461;4459356;70361676;62763055;1;176745985;1822109;73357928;51397664;1;39555936;36513615;1;30923522;57439129;6834080;144418168;5229618;183797712;328215880;8492465;133248057;32900574;72456511;205704568;4;124876271;330580839;49197173;16924087;4;7547940;13026012
890101676;31/12/2020;2020;Plena;149381355;99840394;9940639;9514038;13595700;0;0;0;-4067015;1;3865949;35639912;37008516;225000;109875829;155535;20647587;18725185;0;33130539;148863;9772388;59001210;25625538;3127315;79866692;1608853;111640217;191506909;3176967;42549739;6948691;40079230;82628969;15119738;109667737;192296706;49540961;36371861;0;36371861;32304846
890101676;31/12/2020;2019;Plena;145260508;103374768;8626825;4010870;10792055;0;0;0;2945525;1;5580243;30362702;39889999;90000;89590584;106958;25729171;14157374;163065;28620641;148863;9772388;47663015;19958825;3043136;78966080;6604762;96302304;175268384;2687779;42574324;10817885;39601591;82175915;15965605;93508696;175684611;41885740;35709639;0;35709639;38655164
890101676;31/12/2019;2018;Plena;128425872;91313316;6655496;4123520;8635036;1;1;1;2021420;20047404;7113014;29439573;28656022;210000;77698974;54834;22420034;13776199;163065;15008318;148863;9772388;38722341;16113935;4370314;69788923;875142;78628950;148417873;2675054;38871287;13985298;29156681;68027968;16128910;80886437;148914405;37112556;10962092;4;10962096;12983516
890209207;31/12/2020;2020;Plena;25897975;18557682;278303;694814;180189;0;54403;181707;1307699;3362411;3492132;3041404;8274178;595169;13347018;0;2506886;1191281;0;0;360000;0;10989588;7360947;0;15402883;260378;13607396;29010279;7816944;11515111;1857703;1857703;13372814;0;18710535;32083349;7340293;3381182;0;3253878;4561577
890209207;31/12/2020;2019;Plena;30063895;21969433;163256;717022;259436;0;23792;285707;1183542;4031466;3894624;5376687;4707919;724177;13223370;0;2188243;1448354;0;155002;360000;0;10580137;7256404;0;14703407;260378;13483748;28187155;7447033;11083630;1857703;2012705;13096335;0;18196541;31292876;8094462;3249794;0;2987879;4171421
890209207;31/12/2019;2018;Plena;17400033;13040855;187027;595826;354307;1;6805;295200;348731;2386647;831504;3493360;4096337;1;13230001;1;2410694;888540;1;1333413;360000;1;10646848;5972528;153109;8574311;216757;13446759;22021070;2947677;6246911;127914;1461328;7708239;4;16979381;24687620;4359178;1209425;4;921034;1269765
890300466;31/12/2020;2020;Plena;1659197008;1046437292;51157564;152230708;10377005;73789;46145304;62582585;46525073;361661695;124158917;344147005;279565916;13137340;468372179;5292690;249595556;79620033;19772096;248856726;22203255;131393446;1011411161;373427095;4960912;765970090;156161543;629826412;1395796502;55878291;385093880;73268841;341897663;726991543;195657889;1734092846;2461084389;612759716;139647872;0;123210591;169735664
890300466;31/12/2020;2019;Plena;1518141519;952218225;57487494;140624386;35063371;231376;15919451;41574864;22041876;389365890;108929447;383192697;210444596;51;391319000;6268051;251984745;36545362;30035361;345245833;22203255;131393446;816982145;282045588;20570863;723137654;154075232;551662283;1274799937;58448080;346978187;64122378;439403572;786381759;157959104;1410583538;2196965297;565923294;58357141;0;32701728;54743604
890300466;31/12/2019;2018;Plena;1369712823;858144267;83314829;131158736;23531591;274723;23758976;49344333;-16845867;374910681;60607845;292659486;221277036;1137127;362965242;5978182;261052519;131300746;46890817;219269684;22203255;131393446;614826721;310398366;24266696;599948190;154466080;523409504;1123357694;33561824;425915089;74985080;341145581;767060670;152110491;1230932279;1997992949;511568556;65282377;4;39697024;22851157
890300484;31/12/2020;2020;Plena;46352941;37711882;978532;1348590;2042973;0;15508;472789;-239881;1;1396073;12273208;9950565;0;15212578;0;12115464;2606587;0;2475000;4097493;0;122123;9528382;107273;23727119;1719839;16932417;40659536;899723;15621774;5101696;7576696;23198470;4791244;18539242;41737712;8641059;6228027;0;5770746;5530865
890300484;31/12/2020;2019;Plena;55040131;45065237;4049028;2165453;2383419;0;4421;910772;229932;1;1897776;9281711;13655696;0;15779882;0;20384690;1828050;0;1908611;1161541;0;122123;11707062;56537;24891720;1346792;17126674;42018394;1019325;23232065;4950062;6858673;30090738;0;12990726;43081464;9974894;9475049;0;8568698;8798630
890301690;31/12/2020;2020;Plena;818737579;592928117;5371637;73515489;239405;0;31330368;44036059;31132348;1;86490437;178031307;103152923;0;249834269;386875;193407911;1797724;0;0;20967572;0;29007918;313622630;1749801;369424468;534064;250755208;620179676;46895664;242101299;36623859;36623859;278725158;0;363598120;642323278;225809462;157426204;0;144720513;175852861
890301690;31/12/2020;2019;Plena;805209387;584018000;6502846;66251565;10745370;0;571485;7303665;27832396;1;48569525;174547134;91372994;0;244780337;631226;153569456;254082;0;0;20967572;0;28622520;298771053;1419607;315909260;808664;246220227;562129487;47652000;201475538;37840354;37840354;239315892;0;348361145;587677037;221191387;150697297;0;143965117;171797513
890301690;31/12/2019;2018;Plena;759864569;550455090;5067849;60008300;5806604;1;835621;4774227;29328120;64625685;29470678;167001447;84351464;0;241957150;912851;131341578;71064;1;0;20967572;1;28932154;280375913;390390;281213979;932747;243802748;525016727;43010527;174423169;35702157;35702158;210125327;4;330275644;540400971;209409479;84036739;3;80098136;109426256
890304607;31/12/2020;2020;Pymes;44611940;31920042;1866351;3504314;302003;0;0;1709188;1327323;1;3186941;5819196;6569142;0;26957811;0;4843521;6577488;0;4025419;600000;0;8874551;15729414;3216281;18791560;402145;27359956;46151516;4481243;15902252;1551299;5576718;21478970;0;25203965;46682935;12691898;10751931;4;9042747;10370070
890304607;31/12/2020;2019;Pymes;45366881;33066069;1619561;3228293;427845;0;0;1354532;998269;1;1106429;5926265;4992304;0;26930232;0;6244777;3010125;0;4458553;600000;0;6332263;16730818;3100062;15125060;222565;27152797;42277857;4160484;13415386;1285733;5744286;19159672;0;23663081;42822753;12300812;10264234;4;8909706;9907975
890304607;31/12/2019;2018;Pymes;42365999;31120331;2339791;2678219;347352;1;1;1181422;-232263;1;1326902;5969442;6812760;1;26646331;1;10161496;1468846;1;4434724;600000;1;1663254;19860539;2641382;16750487;193269;26839601;43590088;4525930;16156272;1443237;5877962;22034234;4;22123798;44158032;11245668;10559887;4;9378470;9146207
890310171;31/12/2020;2020;Pymes;52753227;43675749;217809;1939830;1020087;0;0;0;273194;1;102971;12735486;8340571;0;6370361;0;11521872;6322656;0;0;600000;0;2880046;13843182;3380768;24559796;1472;6371833;30931629;1572409;19416937;254294;254294;19671231;0;17323228;36994459;9077478;6335369;4;6335373;6608567
890310171;31/12/2020;2019;Pymes;53614585;43839221;149812;1685713;811104;0;0;0;725325;1;307018;14121904;8457164;0;7966833;0;11545683;7503385;0;2073297;600000;0;2880046;12871549;2490629;25376715;11891;7978724;33355439;1464195;20513263;476756;2550053;23063316;0;16351595;39414911;9775364;7428358;4;7428362;8153687
890310171;31/12/2019;2018;Pymes;40534882;33638697;23232;1482517;795631;1;1;1;619137;1;199443;12403989;5971476;1;7804121;1;8942867;5693123;1;2819471;600000;1;2880046;11291956;1781453;20356362;1733;7805855;28162217;1288559;15924549;565837;3385309;19309858;4;14772007;34081865;6896185;4641268;4;4641272;5260409
890406589;31/12/2020;2020;Plena;14107478;12038909;581801;1880671;494144;0;4312374;5097647;10560;1;930521;1391022;6044613;0;13765444;0;2474541;3945151;0;1528013;1050000;0;1286710;-1037731;1446626;9812782;60311;13825755;23638537;4256691;10676383;988103;2516116;13192499;9694899;10993878;24186377;2068569;275554;0;-509719;-499159
890406589;31/12/2020;2019;Plena;30893203;23039754;1770988;3761062;660749;0;4309120;4813138;307714;1;274040;2436979;4755992;0;14247776;0;3900564;1482933;0;0;1050000;0;1286710;2803893;2219384;9686395;472934;14720710;24407105;3008823;8392320;2469079;2469079;10861399;9694899;14835502;25696901;7853449;5202625;0;4698607;5006321
890406589;31/12/2019;2018;Plena;51972154;36542904;590099;3786272;584401;1;6430307;5812794;1839777;7423506;10071107;5868647;5892465;1;14529086;1;13839661;1462952;1;1;1050000;1;1286710;2129518;3245248;25077468;430616;14959703;40037171;9530778;24833391;2020414;2020416;26853807;9694901;14161130;41014937;15429250;4225170;4;4842687;6682464
890503314;31/12/2020;2020;Pymes;159974466;92790347;2823338;9587905;2344467;-18218;353112;2418100;0;1;47099574;25629059;19355204;0;70670596;168784;33821244;3561289;144535;19310803;724539;7584535;24705448;75256658;748796;92832633;1957014;72796394;165629027;10388759;47771292;1320786;20776124;68547416;1118827;109390007;177937423;67184119;58075084;4;56010100;56010100
890503314;31/12/2020;2019;Pymes;143304453;89112065;3097263;9391227;2075328;-10813;979675;2218803;980050;1;15907327;28702723;29088623;0;71446799;262276;34800463;7389012;257391;13887655;724539;7584535;24705448;64849636;4156506;77855179;2046264;73755339;151610518;6882036;49071511;1320786;15465832;64537343;1118827;98982985;163520328;54192388;45823095;4;44583971;45564021
890503314;31/12/2019;2018;Pymes;141472989;86752313;478412;9086694;2159793;-134809;1568283;2743503;470491;1;14806179;29463750;23559584;1;67755320;300300;29473176;5039203;193501;10908018;724539;7584535;24705448;66381424;2727263;70556777;2698234;70753854;141310631;4238530;38750909;1055857;12157376;50908285;1118829;100514775;151423060;54720676;43952600;4;42777384;43247875
890800148;31/12/2020;2020;Plena;290375297;226515002;342822;20621042;8033456;1;1134502;2071625;4944625;1;11973955;50372399;64901846;5570913;119036230;1;56825538;1013275;1;1046311;15005919;1;75054543;27737887;5984781;138803894;3953103;122989334;261793228;14997120;72835933;10617430;11663742;84499675;114301;117912651;202412326;63860295;35548618;4;34611499;39556124
890800148;31/12/2020;2019;Plena;334465655;264813807;1949938;17738057;6190782;1;300486;312542;6254642;1;11541922;54945207;61208465;4854759;122112938;1;55115112;652824;1;1272822;15005919;1;72904963;34065923;8464221;141014574;3946175;126059114;267073688;15312007;71079943;11415847;12688670;83768613;114301;122091107;205859720;69651848;47672946;4;47660894;53915536
890800148;31/12/2019;2018;Plena;192804057;145378420;699569;12149646;2812499;1;529233;808355;6724991;18078863;6696634;36419077;34396110;862213;61086856;1;34186320;92013;1;1;15262063;2232715;1;96629293;3071000;81445034;1509880;62596737;144041771;7571458;41849791;6882046;6882048;48731839;114301;114238373;162970212;47425637;15084198;4;14805080;21530071
890805453;31/12/2020;2020;Plena;102665400;71313691;803783;3764083;195127;0;710369;450417;5391608;1;6980304;12133752;12872076;12563811;25017979;0;7491240;14981;0;18903;24070280;12618600;14315486;2515839;188293;44738236;588703;25606682;70344918;6877946;14384167;3433105;3452008;17836175;0;53520205;71356380;31351709;28196281;0;28456233;33847841
890805453;31/12/2020;2019;Plena;105434090;76707754;201355;3986109;171070;0;185086;349270;3689144;1;6955364;16231457;13200360;1652977;23513260;0;7723878;24310;0;18904;24070280;12618600;13554127;-804736;72325;38112483;1311995;24825255;62937738;2601948;10350136;4029837;4048741;14398877;0;49438271;63837148;28726336;24770511;0;24606327;28295471
890805453;31/12/2019;2018;Plena;91520389;62996359;857003;3709405;203264;1;699787;62811;5782981;10226274;3741121;16286330;16467751;7073;21872936;1;9471307;10128;1;18904;24070280;12618600;3458044;1378736;98713;36600988;927082;22800019;59401007;5026472;14507907;4211877;4230782;18738689;4;41525664;60264353;28524030;15242090;4;15879070;21662051
890900082;31/12/2020;2020;Pymes;203206122;141064040;8623475;16454229;4445059;0;8686157;18856663;-839985;1;4645585;20039752;41524837;229864;68000451;0;24267809;31480721;35344380;22727066;33643929;12879804;16549247;32883447;23422149;89862187;50159530;118159981;208022168;8220273;63968803;12940510;71011956;134980759;41112668;137069095;272049854;62142082;49866268;4;39695766;38855781
890900082;31/12/2020;2019;Pymes;203512259;139004445;3700866;14968424;3985510;0;6054127;13710060;1995259;1;461745;27618026;49698492;219629;67012415;0;25635400;41754903;34493500;22307773;33643929;12879804;16549247;24751287;13260936;91258828;52479371;119491786;210750614;7414081;74804384;12949536;69750809;144555193;41112668;128936935;273492128;64507814;49254745;4;41598816;43594075
890900082;31/12/2019;2018;Pymes;187199799;122820444;6377937;14298791;1;1;4649724;17143984;7196856;1;2076010;27097646;41801247;182032;70371754;1;14403735;26417489;49744404;23772862;33643929;17110333;16549247;26850313;9993446;81150381;58092711;128464466;209614847;8224500;49045724;12938161;86455427;135501151;41112671;135266493;270767644;64379355;56458499;4;43964243;51161099
890900120;31/12/2020;2020;Plena;304845828;195522058;7959583;32800694;0;0;2910431;9570825;8292716;51388166;38788329;40405063;41831003;0;181536039;527000;57541703;3241966;0;63083195;5342491;0;89159850;113205746;413638;121438033;18127857;200190896;321628929;21193161;81976830;27532397;90615592;172592422;0;207708087;380300509;109323770;33094493;-1499085;24935014;33227730
890900120;31/12/2020;2019;Plena;306640295;208373880;6630691;34498637;0;0;2431029;5431303;5429614;52338547;23108445;37789314;37779146;0;186776338;527000;46957448;3252568;0;76605578;5342491;0;81132333;105183602;351409;99028314;19548017;206851355;305879669;16562030;66772046;29439596;106045174;172817220;0;191658426;364475646;98266415;18059922;284300;15343948;20773562
890900120;31/12/2019;2018;Plena;303445414;205781965;6395916;32219155;1;1975378;3142327;3490160;7101723;47803520;21518791;68118202;36359832;1;172611069;527000;35062446;820104;1;43696202;5342491;1;118357916;111706758;1930199;127927025;23466818;196604887;324531912;35332008;71214558;33302777;76998980;148213538;4;235407170;383620708;97663449;24036689;4;23688860;30790583
890900148;31/12/2020;2020;Plena;494493126;339948037;4566128;26755849;3298135;252365;9281632;6674461;16577652;80817994;30187527;192617662;68120440;70751;143427032;3770299;109940955;4047150;1121346;90049925;20555988;121711;158813723;173466694;2593748;293590128;4886157;152083488;445673616;21821224;135809329;126374434;217545705;353355034;0;352958116;706313150;154545089;48239239;0;50846410;67424062
890900148;31/12/2020;2019;Plena;532688058;369871606;4549908;29985364;4320046;1336197;10623768;10096246;13298198;91445720;16352462;237880254;76099431;18521;144859525;3955390;124171933;3584064;0;118430630;20555988;121711;138278758;176515358;2406323;332756991;7021906;155836821;488593812;24609384;152365381;141222749;259653379;412018760;0;335471815;747490575;162816452;41615230;0;42142752;55440950
890900148;31/12/2019;2018;Plena;481019199;335452236;4261706;32764156;4292263;4620349;9440833;12378225;6253164;88374933;8574325;231776281;78624563;190547;170053491;86092137;115336135;26531244;1;154424895;20555988;121711;129778601;160827275;1767072;320932788;7693992;263839620;584772408;18364951;160232330;171365336;325790232;486022562;4;311283579;797306141;145566963;24397317;4;21459929;27713093
890900253;31/12/2020;2020;Plena;1053245;0;12267;619787;1753;0;0;1882;170581;0;18062782;3002157;0;0;0;0;1962728;0;0;0;57834;0;19770584;54466164;0;21064939;544681;544681;21609620;63547;2026275;31189;31189;2057464;0;74294582;76352046;1053245;443972;0;442090;612671
890900253;31/12/2020;2019;Plena;1484753;0;8996;54275;28712;-94170;0;57778;458632;0;12118825;5978426;0;0;0;0;2029037;0;0;0;57834;0;19540868;56664560;19324;18116575;626162;626162;18742737;20095;2049132;32213;32213;2081345;0;76263262;78344607;1484753;1410762;0;1352984;1811616
890900253;31/12/2019;2018;Plena;2054928;1;1;45541;78561;1;3742;1;703373;1;25874382;6204640;1;1;1;1;17001108;1;1;1;57834;1;30110255;35780649;2;32079026;565912;565914;32644940;324515;17325624;32834;32836;17358460;4;65948743;83307203;2054927;1930825;4;1934570;2637943
890900453;31/12/2020;2020;Pymes;34168382;23396089;604578;3879372;803234;0;3655705;4664094;311207;1;1144612;11562272;5590940;0;1907943;172811;5421986;3562935;0;7840852;2171274;2988883;3062199;1853168;0;18297824;4007880;6088634;24386458;1913675;10898596;29147;7869999;18768595;0;10075524;28844119;10772293;6694264;4;5685879;5997086
890900453;31/12/2020;2019;Pymes;46528449;31906443;932516;4125943;844705;0;2855259;3638242;1097487;1;1106274;12130544;7312232;0;2223243;48988;4221861;6822944;0;6263353;2171274;3360048;2230120;2931722;0;20549050;4390706;6662937;27211987;2697285;13742090;260294;6523647;20265737;0;10693164;30958901;14622006;10583873;4;9800894;10898381
890900453;31/12/2019;2018;Pymes;42001631;29099947;789425;3815580;590173;2577321;1925235;2570759;1017514;1;965697;12327660;6898096;1;2231576;123475;6559056;3718117;1;3914379;2171274;782724;2179129;5217500;2;20191456;221598;2576649;22768105;2203825;12480998;31757;3946137;16427135;4;10350631;26777766;12901684;9285355;4;8639835;9657349
890900533;31/12/2020;2020;Pymes;8839548;4463551;805133;2952666;136878;0;1518377;1510514;145674;1;5494591;2715692;1847218;4428967;8304407;0;693773;0;0;2589749;1200000;4542377;846881;14108514;802708;15289176;6006454;14310861;29600037;809471;1503244;3813881;6403630;7906874;0;20697772;28604646;4375997;2091585;4;2099452;2245126
890900533;31/12/2020;2019;Pymes;14881950;6910403;411850;4940554;172782;0;1332281;763998;436131;1;5105681;3972449;2104335;5294236;8698467;0;1007665;0;0;3483570;1200000;4542377;846881;14010340;1074360;17551061;3291040;11989507;29540568;1269108;2276773;723777;4207347;6484120;0;20599598;27083718;7971547;3270060;4;3838347;4274478
890900533;31/12/2019;2018;Pymes;12772093;5872994;224174;4327258;114487;1;1511366;671971;446328;1;5261738;3888771;2026348;6948301;8935251;136134;503675;1;1;4757868;1200000;4542377;846881;12851420;1170875;19296033;4036334;13107719;32403752;1174379;1678055;877227;5635096;7313151;4;19440682;26753833;6899099;2681527;4;3520926;3967254
890900652;31/12/2020;2020;Plena;298719483;193964665;4974692;16971483;2974632;0;186946;3854141;12473472;48924011;12032240;33114008;77765530;2333186;98691514;0;37562750;14383102;0;8558895;9932412;664118;9780583;157355822;1716997;126961961;1043090;99734604;226696565;15936928;67882780;1184989;9743884;77626664;0;177732935;255359599;104754818;40859384;0;37192189;49665661
890900652;31/12/2020;2019;Plena;244633645;166969996;5485486;14117353;1422054;0;134009;4004807;4520444;44467339;3303771;30171650;70237199;2941545;92239981;0;29251969;12442520;0;22695155;9932412;664118;9780583;137145594;2828565;109482730;882936;93122917;202605647;8930612;50625101;1079192;23774347;74399448;0;157522707;231922155;77663649;23142389;0;19271591;23792035
890900652;31/12/2019;2018;Plena;222178826;144051865;0;53728864;2020479;103741;2833712;2158155;8633385;0;2701525;40812905;69873200;2558410;90717908;0;34011115;4107621;1700000;30794808;9932412;664118;9988599;126666696;4042885;119988925;881574;91599482;211588407;13127018;51245754;1114116;33608924;84854678;0;147251825;232106503;78126961;22377618;3;23053178;31686563
890903295;31/12/2020;2020;Plena;249415129;236869129;0;20070739;0;9937435;2758293;9309228;1667419;0;15774862;84866795;4083465;0;116167819;30872172;58864047;34462039;0;41002178;348619;15535399;7108697;89389831;16548049;121273171;1596190;148636181;269909352;29210751;122536837;15674476;56676654;179213491;15194667;127577213;306790704;12546000;-7524739;273271;-13802403;-12134984
890903295;31/12/2020;2019;Plena;235883611;220174396;0;19442789;0;42500757;2111037;10628084;2721780;0;62728333;67463506;2423300;0;125144059;93693;42200363;30540351;121191;54285645;348619;15535399;7108697;88336291;11224610;143839749;672692;125910444;269750193;30750383;103491097;16511476;70918312;174409409;16805586;128134592;302544001;15709215;-3733574;260269;-11990352;-9268572
890903295;31/12/2019;2018;Plena;229890842;201696933;1;20379598;2820258;15523449;1322206;3859117;3957958;1;48955611;67055251;1442590;1;44318666;127587;42344481;1443986;1;3167816;348619;15535399;7108697;74530130;11908863;129362316;464986;44911239;174273555;26699559;70488026;15132350;18300167;88788193;15856839;113379684;202167877;28193909;4994053;4;2457146;6415104
